# Extracted 3624 fully qualified emojis
# Format: codepoint_hex_string|emoji_string|emoji_name
1F600|😀|grinning face
1F4691F3FD200D2696FE0F|👩🏽‍⚖️|woman judge: medium skin tone
1F4691F3FE200D2696FE0F|👩🏾‍⚖️|woman judge: medium-dark skin tone
1F4691F3FF200D2696FE0F|👩🏿‍⚖️|woman judge: dark skin tone
1F9D1200D1F33E|🧑‍🌾|farmer
1F9D11F3FB200D1F33E|🧑🏻‍🌾|farmer: light skin tone
1F9D11F3FC200D1F33E|🧑🏼‍🌾|farmer: medium-light skin tone
1F9D11F3FD200D1F33E|🧑🏽‍🌾|farmer: medium skin tone
1F9D11F3FE200D1F33E|🧑🏾‍🌾|farmer: medium-dark skin tone
1F9D11F3FF200D1F33E|🧑🏿‍🌾|farmer: dark skin tone
1F468200D1F33E|👨‍🌾|man farmer
1F4681F3FB200D1F33E|👨🏻‍🌾|man farmer: light skin tone
1F4681F3FC200D1F33E|👨🏼‍🌾|man farmer: medium-light skin tone
1F4681F3FD200D1F33E|👨🏽‍🌾|man farmer: medium skin tone
1F4681F3FE200D1F33E|👨🏾‍🌾|man farmer: medium-dark skin tone
1F4681F3FF200D1F33E|👨🏿‍🌾|man farmer: dark skin tone
1F469200D1F33E|👩‍🌾|woman farmer
1F4691F3FB200D1F33E|👩🏻‍🌾|woman farmer: light skin tone
1F4691F3FC200D1F33E|👩🏼‍🌾|woman farmer: medium-light skin tone
1F4691F3FD200D1F33E|👩🏽‍🌾|woman farmer: medium skin tone
1F4691F3FE200D1F33E|👩🏾‍🌾|woman farmer: medium-dark skin tone
1F4691F3FF200D1F33E|👩🏿‍🌾|woman farmer: dark skin tone
1F9D1200D1F373|🧑‍🍳|cook
1F9D11F3FB200D1F373|🧑🏻‍🍳|cook: light skin tone
1F9D11F3FC200D1F373|🧑🏼‍🍳|cook: medium-light skin tone
1F9D11F3FD200D1F373|🧑🏽‍🍳|cook: medium skin tone
1F9D11F3FE200D1F373|🧑🏾‍🍳|cook: medium-dark skin tone
1F9D11F3FF200D1F373|🧑🏿‍🍳|cook: dark skin tone
1F468200D1F373|👨‍🍳|man cook
1F4681F3FB200D1F373|👨🏻‍🍳|man cook: light skin tone
1F4681F3FC200D1F373|👨🏼‍🍳|man cook: medium-light skin tone
1F4681F3FD200D1F373|👨🏽‍🍳|man cook: medium skin tone
1F4681F3FE200D1F373|👨🏾‍🍳|man cook: medium-dark skin tone
1F4681F3FF200D1F373|👨🏿‍🍳|man cook: dark skin tone
1F469200D1F373|👩‍🍳|woman cook
1F4691F3FB200D1F373|👩🏻‍🍳|woman cook: light skin tone
1F4691F3FC200D1F373|👩🏼‍🍳|woman cook: medium-light skin tone
1F4691F3FD200D1F373|👩🏽‍🍳|woman cook: medium skin tone
1F4691F3FE200D1F373|👩🏾‍🍳|woman cook: medium-dark skin tone
1F4691F3FF200D1F373|👩🏿‍🍳|woman cook: dark skin tone
1F9D1200D1F527|🧑‍🔧|mechanic
1F9D11F3FB200D1F527|🧑🏻‍🔧|mechanic: light skin tone
1F9D11F3FC200D1F527|🧑🏼‍🔧|mechanic: medium-light skin tone
1F9D11F3FD200D1F527|🧑🏽‍🔧|mechanic: medium skin tone
1F9D11F3FE200D1F527|🧑🏾‍🔧|mechanic: medium-dark skin tone
1F9D11F3FF200D1F527|🧑🏿‍🔧|mechanic: dark skin tone
1F468200D1F527|👨‍🔧|man mechanic
1F4681F3FB200D1F527|👨🏻‍🔧|man mechanic: light skin tone
1F4681F3FC200D1F527|👨🏼‍🔧|man mechanic: medium-light skin tone
1F4681F3FD200D1F527|👨🏽‍🔧|man mechanic: medium skin tone
1F4681F3FE200D1F527|👨🏾‍🔧|man mechanic: medium-dark skin tone
1F4681F3FF200D1F527|👨🏿‍🔧|man mechanic: dark skin tone
1F469200D1F527|👩‍🔧|woman mechanic
1F4691F3FB200D1F527|👩🏻‍🔧|woman mechanic: light skin tone
1F4691F3FC200D1F527|👩🏼‍🔧|woman mechanic: medium-light skin tone
1F4691F3FD200D1F527|👩🏽‍🔧|woman mechanic: medium skin tone
1F4691F3FE200D1F527|👩🏾‍🔧|woman mechanic: medium-dark skin tone
1F4691F3FF200D1F527|👩🏿‍🔧|woman mechanic: dark skin tone
1F9D1200D1F3ED|🧑‍🏭|factory worker
1F9D11F3FB200D1F3ED|🧑🏻‍🏭|factory worker: light skin tone
1F9D11F3FC200D1F3ED|🧑🏼‍🏭|factory worker: medium-light skin tone
1F9D11F3FD200D1F3ED|🧑🏽‍🏭|factory worker: medium skin tone
1F9D11F3FE200D1F3ED|🧑🏾‍🏭|factory worker: medium-dark skin tone
1F9D11F3FF200D1F3ED|🧑🏿‍🏭|factory worker: dark skin tone
1F468200D1F3ED|👨‍🏭|man factory worker
1F4681F3FB200D1F3ED|👨🏻‍🏭|man factory worker: light skin tone
1F4681F3FC200D1F3ED|👨🏼‍🏭|man factory worker: medium-light skin tone
1F4681F3FD200D1F3ED|👨🏽‍🏭|man factory worker: medium skin tone
1F4681F3FE200D1F3ED|👨🏾‍🏭|man factory worker: medium-dark skin tone
1F4681F3FF200D1F3ED|👨🏿‍🏭|man factory worker: dark skin tone
1F469200D1F3ED|👩‍🏭|woman factory worker
1F4691F3FB200D1F3ED|👩🏻‍🏭|woman factory worker: light skin tone
1F4691F3FC200D1F3ED|👩🏼‍🏭|woman factory worker: medium-light skin tone
1F4691F3FD200D1F3ED|👩🏽‍🏭|woman factory worker: medium skin tone
1F4691F3FE200D1F3ED|👩🏾‍🏭|woman factory worker: medium-dark skin tone
1F4691F3FF200D1F3ED|👩🏿‍🏭|woman factory worker: dark skin tone
1F9D1200D1F4BC|🧑‍💼|office worker
1F9D11F3FB200D1F4BC|🧑🏻‍💼|office worker: light skin tone
1F9D11F3FC200D1F4BC|🧑🏼‍💼|office worker: medium-light skin tone
1F9D11F3FD200D1F4BC|🧑🏽‍💼|office worker: medium skin tone
1F9D11F3FE200D1F4BC|🧑🏾‍💼|office worker: medium-dark skin tone
1F9D11F3FF200D1F4BC|🧑🏿‍💼|office worker: dark skin tone
1F468200D1F4BC|👨‍💼|man office worker
1F4681F3FB200D1F4BC|👨🏻‍💼|man office worker: light skin tone
1F4681F3FC200D1F4BC|👨🏼‍💼|man office worker: medium-light skin tone
1F4681F3FD200D1F4BC|👨🏽‍💼|man office worker: medium skin tone
1F4681F3FE200D1F4BC|👨🏾‍💼|man office worker: medium-dark skin tone
1F4681F3FF200D1F4BC|👨🏿‍💼|man office worker: dark skin tone
1F469200D1F4BC|👩‍💼|woman office worker
1F4691F3FB200D1F4BC|👩🏻‍💼|woman office worker: light skin tone
1F4691F3FC200D1F4BC|👩🏼‍💼|woman office worker: medium-light skin tone
1F4691F3FD200D1F4BC|👩🏽‍💼|woman office worker: medium skin tone
1F4691F3FE200D1F4BC|👩🏾‍💼|woman office worker: medium-dark skin tone
1F4691F3FF200D1F4BC|👩🏿‍💼|woman office worker: dark skin tone
1F9D1200D1F52C|🧑‍🔬|scientist
1F9D11F3FB200D1F52C|🧑🏻‍🔬|scientist: light skin tone
1F9D11F3FC200D1F52C|🧑🏼‍🔬|scientist: medium-light skin tone
1F9D11F3FD200D1F52C|🧑🏽‍🔬|scientist: medium skin tone
1F9D11F3FE200D1F52C|🧑🏾‍🔬|scientist: medium-dark skin tone
1F9D11F3FF200D1F52C|🧑🏿‍🔬|scientist: dark skin tone
1F468200D1F52C|👨‍🔬|man scientist
1F4681F3FB200D1F52C|👨🏻‍🔬|man scientist: light skin tone
1F4681F3FC200D1F52C|👨🏼‍🔬|man scientist: medium-light skin tone
1F4681F3FD200D1F52C|👨🏽‍🔬|man scientist: medium skin tone
1F4681F3FE200D1F52C|👨🏾‍🔬|man scientist: medium-dark skin tone
1F4681F3FF200D1F52C|👨🏿‍🔬|man scientist: dark skin tone
1F469200D1F52C|👩‍🔬|woman scientist
1F4691F3FB200D1F52C|👩🏻‍🔬|woman scientist: light skin tone
1F4691F3FC200D1F52C|👩🏼‍🔬|woman scientist: medium-light skin tone
1F4691F3FD200D1F52C|👩🏽‍🔬|woman scientist: medium skin tone
1F4691F3FE200D1F52C|👩🏾‍🔬|woman scientist: medium-dark skin tone
1F4691F3FF200D1F52C|👩🏿‍🔬|woman scientist: dark skin tone
1F9D1200D1F4BB|🧑‍💻|technologist
1F9D11F3FB200D1F4BB|🧑🏻‍💻|technologist: light skin tone
1F9D11F3FC200D1F4BB|🧑🏼‍💻|technologist: medium-light skin tone
1F9D11F3FD200D1F4BB|🧑🏽‍💻|technologist: medium skin tone
1F9D11F3FE200D1F4BB|🧑🏾‍💻|technologist: medium-dark skin tone
1F9D11F3FF200D1F4BB|🧑🏿‍💻|technologist: dark skin tone
1F468200D1F4BB|👨‍💻|man technologist
1F4681F3FB200D1F4BB|👨🏻‍💻|man technologist: light skin tone
1F4681F3FC200D1F4BB|👨🏼‍💻|man technologist: medium-light skin tone
1F4681F3FD200D1F4BB|👨🏽‍💻|man technologist: medium skin tone
1F4681F3FE200D1F4BB|👨🏾‍💻|man technologist: medium-dark skin tone
1F4681F3FF200D1F4BB|👨🏿‍💻|man technologist: dark skin tone
1F469200D1F4BB|👩‍💻|woman technologist
1F4691F3FB200D1F4BB|👩🏻‍💻|woman technologist: light skin tone
1F4691F3FC200D1F4BB|👩🏼‍💻|woman technologist: medium-light skin tone
1F4691F3FD200D1F4BB|👩🏽‍💻|woman technologist: medium skin tone
1F4691F3FE200D1F4BB|👩🏾‍💻|woman technologist: medium-dark skin tone
1F4691F3FF200D1F4BB|👩🏿‍💻|woman technologist: dark skin tone
1F9D1200D1F3A4|🧑‍🎤|singer
1F9D11F3FB200D1F3A4|🧑🏻‍🎤|singer: light skin tone
1F9D11F3FC200D1F3A4|🧑🏼‍🎤|singer: medium-light skin tone
1F9D11F3FD200D1F3A4|🧑🏽‍🎤|singer: medium skin tone
1F9D11F3FE200D1F3A4|🧑🏾‍🎤|singer: medium-dark skin tone
1F9D11F3FF200D1F3A4|🧑🏿‍🎤|singer: dark skin tone
1F468200D1F3A4|👨‍🎤|man singer
1F4681F3FB200D1F3A4|👨🏻‍🎤|man singer: light skin tone
1F4681F3FC200D1F3A4|👨🏼‍🎤|man singer: medium-light skin tone
1F4681F3FD200D1F3A4|👨🏽‍🎤|man singer: medium skin tone
1F4681F3FE200D1F3A4|👨🏾‍🎤|man singer: medium-dark skin tone
1F4681F3FF200D1F3A4|👨🏿‍🎤|man singer: dark skin tone
1F469200D1F3A4|👩‍🎤|woman singer
1F4691F3FB200D1F3A4|👩🏻‍🎤|woman singer: light skin tone
1F4691F3FC200D1F3A4|👩🏼‍🎤|woman singer: medium-light skin tone
1F4691F3FD200D1F3A4|👩🏽‍🎤|woman singer: medium skin tone
1F4691F3FE200D1F3A4|👩🏾‍🎤|woman singer: medium-dark skin tone
1F4691F3FF200D1F3A4|👩🏿‍🎤|woman singer: dark skin tone
1F9D1200D1F3A8|🧑‍🎨|artist
1F9D11F3FB200D1F3A8|🧑🏻‍🎨|artist: light skin tone
1F9D11F3FC200D1F3A8|🧑🏼‍🎨|artist: medium-light skin tone
1F9D11F3FD200D1F3A8|🧑🏽‍🎨|artist: medium skin tone
1F9D11F3FE200D1F3A8|🧑🏾‍🎨|artist: medium-dark skin tone
1F9D11F3FF200D1F3A8|🧑🏿‍🎨|artist: dark skin tone
1F468200D1F3A8|👨‍🎨|man artist
1F4681F3FB200D1F3A8|👨🏻‍🎨|man artist: light skin tone
1F4681F3FC200D1F3A8|👨🏼‍🎨|man artist: medium-light skin tone
1F4681F3FD200D1F3A8|👨🏽‍🎨|man artist: medium skin tone
1F4681F3FE200D1F3A8|👨🏾‍🎨|man artist: medium-dark skin tone
1F4681F3FF200D1F3A8|👨🏿‍🎨|man artist: dark skin tone
1F469200D1F3A8|👩‍🎨|woman artist
1F4691F3FB200D1F3A8|👩🏻‍🎨|woman artist: light skin tone
1F4691F3FC200D1F3A8|👩🏼‍🎨|woman artist: medium-light skin tone
1F4691F3FD200D1F3A8|👩🏽‍🎨|woman artist: medium skin tone
1F4691F3FE200D1F3A8|👩🏾‍🎨|woman artist: medium-dark skin tone
1F4691F3FF200D1F3A8|👩🏿‍🎨|woman artist: dark skin tone
1F9D1200D2708FE0F|🧑‍✈️|pilot
1F9D11F3FB200D2708FE0F|🧑🏻‍✈️|pilot: light skin tone
1F9D11F3FC200D2708FE0F|🧑🏼‍✈️|pilot: medium-light skin tone
1F9D11F3FD200D2708FE0F|🧑🏽‍✈️|pilot: medium skin tone
1F9D11F3FE200D2708FE0F|🧑🏾‍✈️|pilot: medium-dark skin tone
1F9D11F3FF200D2708FE0F|🧑🏿‍✈️|pilot: dark skin tone
1F468200D2708FE0F|👨‍✈️|man pilot
1F4681F3FB200D2708FE0F|👨🏻‍✈️|man pilot: light skin tone
1F4681F3FC200D2708FE0F|👨🏼‍✈️|man pilot: medium-light skin tone
1F4681F3FD200D2708FE0F|👨🏽‍✈️|man pilot: medium skin tone
1F4681F3FE200D2708FE0F|👨🏾‍✈️|man pilot: medium-dark skin tone
1F4681F3FF200D2708FE0F|👨🏿‍✈️|man pilot: dark skin tone
1F469200D2708FE0F|👩‍✈️|woman pilot
1F4691F3FB200D2708FE0F|👩🏻‍✈️|woman pilot: light skin tone
1F4691F3FC200D2708FE0F|👩🏼‍✈️|woman pilot: medium-light skin tone
1F4691F3FD200D2708FE0F|👩🏽‍✈️|woman pilot: medium skin tone
1F4691F3FE200D2708FE0F|👩🏾‍✈️|woman pilot: medium-dark skin tone
1F4691F3FF200D2708FE0F|👩🏿‍✈️|woman pilot: dark skin tone
1F9D1200D1F680|🧑‍🚀|astronaut
1F9D11F3FB200D1F680|🧑🏻‍🚀|astronaut: light skin tone
1F9D11F3FC200D1F680|🧑🏼‍🚀|astronaut: medium-light skin tone
1F9D11F3FD200D1F680|🧑🏽‍🚀|astronaut: medium skin tone
1F9D11F3FE200D1F680|🧑🏾‍🚀|astronaut: medium-dark skin tone
1F9D11F3FF200D1F680|🧑🏿‍🚀|astronaut: dark skin tone
1F468200D1F680|👨‍🚀|man astronaut
1F4681F3FB200D1F680|👨🏻‍🚀|man astronaut: light skin tone
1F4681F3FC200D1F680|👨🏼‍🚀|man astronaut: medium-light skin tone
1F4681F3FD200D1F680|👨🏽‍🚀|man astronaut: medium skin tone
1F4681F3FE200D1F680|👨🏾‍🚀|man astronaut: medium-dark skin tone
1F4681F3FF200D1F680|👨🏿‍🚀|man astronaut: dark skin tone
1F469200D1F680|👩‍🚀|woman astronaut
1F4691F3FB200D1F680|👩🏻‍🚀|woman astronaut: light skin tone
1F4691F3FC200D1F680|👩🏼‍🚀|woman astronaut: medium-light skin tone
1F4691F3FD200D1F680|👩🏽‍🚀|woman astronaut: medium skin tone
1F4691F3FE200D1F680|👩🏾‍🚀|woman astronaut: medium-dark skin tone
1F4691F3FF200D1F680|👩🏿‍🚀|woman astronaut: dark skin tone
1F9D1200D1F692|🧑‍🚒|firefighter
1F9D11F3FB200D1F692|🧑🏻‍🚒|firefighter: light skin tone
1F9D11F3FC200D1F692|🧑🏼‍🚒|firefighter: medium-light skin tone
1F9D11F3FD200D1F692|🧑🏽‍🚒|firefighter: medium skin tone
1F9D11F3FE200D1F692|🧑🏾‍🚒|firefighter: medium-dark skin tone
1F9D11F3FF200D1F692|🧑🏿‍🚒|firefighter: dark skin tone
1F468200D1F692|👨‍🚒|man firefighter
1F4681F3FB200D1F692|👨🏻‍🚒|man firefighter: light skin tone
1F4681F3FC200D1F692|👨🏼‍🚒|man firefighter: medium-light skin tone
1F4681F3FD200D1F692|👨🏽‍🚒|man firefighter: medium skin tone
1F4681F3FE200D1F692|👨🏾‍🚒|man firefighter: medium-dark skin tone
1F4681F3FF200D1F692|👨🏿‍🚒|man firefighter: dark skin tone
1F469200D1F692|👩‍🚒|woman firefighter
1F4691F3FB200D1F692|👩🏻‍🚒|woman firefighter: light skin tone
1F4691F3FC200D1F692|👩🏼‍🚒|woman firefighter: medium-light skin tone
1F4691F3FD200D1F692|👩🏽‍🚒|woman firefighter: medium skin tone
1F4691F3FE200D1F692|👩🏾‍🚒|woman firefighter: medium-dark skin tone
1F4691F3FF200D1F692|👩🏿‍🚒|woman firefighter: dark skin tone
1F46E|👮|police officer
1F46E1F3FB|👮🏻|police officer: light skin tone
1F46E1F3FC|👮🏼|police officer: medium-light skin tone
1F46E1F3FD|👮🏽|police officer: medium skin tone
1F46E1F3FE|👮🏾|police officer: medium-dark skin tone
1F46E1F3FF|👮🏿|police officer: dark skin tone
1F46E200D2642FE0F|👮‍♂️|man police officer
1F46E1F3FB200D2642FE0F|👮🏻‍♂️|man police officer: light skin tone
1F46E1F3FC200D2642FE0F|👮🏼‍♂️|man police officer: medium-light skin tone
1F46E1F3FD200D2642FE0F|👮🏽‍♂️|man police officer: medium skin tone
1F46E1F3FE200D2642FE0F|👮🏾‍♂️|man police officer: medium-dark skin tone
1F46E1F3FF200D2642FE0F|👮🏿‍♂️|man police officer: dark skin tone
1F46E200D2640FE0F|👮‍♀️|woman police officer
1F46E1F3FB200D2640FE0F|👮🏻‍♀️|woman police officer: light skin tone
1F46E1F3FC200D2640FE0F|👮🏼‍♀️|woman police officer: medium-light skin tone
1F46E1F3FD200D2640FE0F|👮🏽‍♀️|woman police officer: medium skin tone
1F46E1F3FE200D2640FE0F|👮🏾‍♀️|woman police officer: medium-dark skin tone
1F46E1F3FF200D2640FE0F|👮🏿‍♀️|woman police officer: dark skin tone
1F575FE0F|🕵️|detective
1F5751F3FB|🕵🏻|detective: light skin tone
1F5751F3FC|🕵🏼|detective: medium-light skin tone
1F5751F3FD|🕵🏽|detective: medium skin tone
1F5751F3FE|🕵🏾|detective: medium-dark skin tone
1F5751F3FF|🕵🏿|detective: dark skin tone
1F575FE0F200D2642FE0F|🕵️‍♂️|man detective
1F5751F3FB200D2642FE0F|🕵🏻‍♂️|man detective: light skin tone
1F5751F3FC200D2642FE0F|🕵🏼‍♂️|man detective: medium-light skin tone
1F5751F3FD200D2642FE0F|🕵🏽‍♂️|man detective: medium skin tone
1F5751F3FE200D2642FE0F|🕵🏾‍♂️|man detective: medium-dark skin tone
1F5751F3FF200D2642FE0F|🕵🏿‍♂️|man detective: dark skin tone
1F575FE0F200D2640FE0F|🕵️‍♀️|woman detective
1F5751F3FB200D2640FE0F|🕵🏻‍♀️|woman detective: light skin tone
1F5751F3FC200D2640FE0F|🕵🏼‍♀️|woman detective: medium-light skin tone
1F5751F3FD200D2640FE0F|🕵🏽‍♀️|woman detective: medium skin tone
1F5751F3FE200D2640FE0F|🕵🏾‍♀️|woman detective: medium-dark skin tone
1F5751F3FF200D2640FE0F|🕵🏿‍♀️|woman detective: dark skin tone
1F482|💂|guard
1F4821F3FB|💂🏻|guard: light skin tone
1F4821F3FC|💂🏼|guard: medium-light skin tone
1F4821F3FD|💂🏽|guard: medium skin tone
1F4821F3FE|💂🏾|guard: medium-dark skin tone
1F4821F3FF|💂🏿|guard: dark skin tone
1F482200D2642FE0F|💂‍♂️|man guard
1F4821F3FB200D2642FE0F|💂🏻‍♂️|man guard: light skin tone
1F4821F3FC200D2642FE0F|💂🏼‍♂️|man guard: medium-light skin tone
1F4821F3FD200D2642FE0F|💂🏽‍♂️|man guard: medium skin tone
1F4821F3FE200D2642FE0F|💂🏾‍♂️|man guard: medium-dark skin tone
1F4821F3FF200D2642FE0F|💂🏿‍♂️|man guard: dark skin tone
1F482200D2640FE0F|💂‍♀️|woman guard
1F4821F3FB200D2640FE0F|💂🏻‍♀️|woman guard: light skin tone
1F4821F3FC200D2640FE0F|💂🏼‍♀️|woman guard: medium-light skin tone
1F4821F3FD200D2640FE0F|💂🏽‍♀️|woman guard: medium skin tone
1F4821F3FE200D2640FE0F|💂🏾‍♀️|woman guard: medium-dark skin tone
1F4821F3FF200D2640FE0F|💂🏿‍♀️|woman guard: dark skin tone
1F977|🥷|ninja
1F9771F3FB|🥷🏻|ninja: light skin tone
1F9771F3FC|🥷🏼|ninja: medium-light skin tone
1F9771F3FD|🥷🏽|ninja: medium skin tone
1F9771F3FE|🥷🏾|ninja: medium-dark skin tone
1F9771F3FF|🥷🏿|ninja: dark skin tone
1F477|👷|construction worker
1F4771F3FB|👷🏻|construction worker: light skin tone
1F4771F3FC|👷🏼|construction worker: medium-light skin tone
1F4771F3FD|👷🏽|construction worker: medium skin tone
1F4771F3FE|👷🏾|construction worker: medium-dark skin tone
1F4771F3FF|👷🏿|construction worker: dark skin tone
1F477200D2642FE0F|👷‍♂️|man construction worker
1F4771F3FB200D2642FE0F|👷🏻‍♂️|man construction worker: light skin tone
1F4771F3FC200D2642FE0F|👷🏼‍♂️|man construction worker: medium-light skin tone
1F4771F3FD200D2642FE0F|👷🏽‍♂️|man construction worker: medium skin tone
1F4771F3FE200D2642FE0F|👷🏾‍♂️|man construction worker: medium-dark skin tone
1F4771F3FF200D2642FE0F|👷🏿‍♂️|man construction worker: dark skin tone
1F477200D2640FE0F|👷‍♀️|woman construction worker
1F4771F3FB200D2640FE0F|👷🏻‍♀️|woman construction worker: light skin tone
1F4771F3FC200D2640FE0F|👷🏼‍♀️|woman construction worker: medium-light skin tone
1F4771F3FD200D2640FE0F|👷🏽‍♀️|woman construction worker: medium skin tone
1F4771F3FE200D2640FE0F|👷🏾‍♀️|woman construction worker: medium-dark skin tone
1F4771F3FF200D2640FE0F|👷🏿‍♀️|woman construction worker: dark skin tone
1FAC5|🫅|person with crown
1FAC51F3FB|🫅🏻|person with crown: light skin tone
1FAC51F3FC|🫅🏼|person with crown: medium-light skin tone
1FAC51F3FD|🫅🏽|person with crown: medium skin tone
1FAC51F3FE|🫅🏾|person with crown: medium-dark skin tone
1FAC51F3FF|🫅🏿|person with crown: dark skin tone
1F934|🤴|prince
1F9341F3FB|🤴🏻|prince: light skin tone
1F9341F3FC|🤴🏼|prince: medium-light skin tone
1F9341F3FD|🤴🏽|prince: medium skin tone
1F9341F3FE|🤴🏾|prince: medium-dark skin tone
1F9341F3FF|🤴🏿|prince: dark skin tone
1F478|👸|princess
1F4781F3FB|👸🏻|princess: light skin tone
1F4781F3FC|👸🏼|princess: medium-light skin tone
1F4781F3FD|👸🏽|princess: medium skin tone
1F4781F3FE|👸🏾|princess: medium-dark skin tone
1F4781F3FF|👸🏿|princess: dark skin tone
1F473|👳|person wearing turban
1F4731F3FB|👳🏻|person wearing turban: light skin tone
1F4731F3FC|👳🏼|person wearing turban: medium-light skin tone
1F4731F3FD|👳🏽|person wearing turban: medium skin tone
1F4731F3FE|👳🏾|person wearing turban: medium-dark skin tone
1F4731F3FF|👳🏿|person wearing turban: dark skin tone
1F473200D2642FE0F|👳‍♂️|man wearing turban
1F4731F3FB200D2642FE0F|👳🏻‍♂️|man wearing turban: light skin tone
1F4731F3FC200D2642FE0F|👳🏼‍♂️|man wearing turban: medium-light skin tone
1F4731F3FD200D2642FE0F|👳🏽‍♂️|man wearing turban: medium skin tone
1F4731F3FE200D2642FE0F|👳🏾‍♂️|man wearing turban: medium-dark skin tone
1F4731F3FF200D2642FE0F|👳🏿‍♂️|man wearing turban: dark skin tone
1F473200D2640FE0F|👳‍♀️|woman wearing turban
1F4731F3FB200D2640FE0F|👳🏻‍♀️|woman wearing turban: light skin tone
1F4731F3FC200D2640FE0F|👳🏼‍♀️|woman wearing turban: medium-light skin tone
1F4731F3FD200D2640FE0F|👳🏽‍♀️|woman wearing turban: medium skin tone
1F4731F3FE200D2640FE0F|👳🏾‍♀️|woman wearing turban: medium-dark skin tone
1F4731F3FF200D2640FE0F|👳🏿‍♀️|woman wearing turban: dark skin tone
1F472|👲|person with skullcap
1F4721F3FB|👲🏻|person with skullcap: light skin tone
1F4721F3FC|👲🏼|person with skullcap: medium-light skin tone
1F4721F3FD|👲🏽|person with skullcap: medium skin tone
1F4721F3FE|👲🏾|person with skullcap: medium-dark skin tone
1F4721F3FF|👲🏿|person with skullcap: dark skin tone
1F9D5|🧕|woman with headscarf
1F9D51F3FB|🧕🏻|woman with headscarf: light skin tone
1F9D51F3FC|🧕🏼|woman with headscarf: medium-light skin tone
1F9D51F3FD|🧕🏽|woman with headscarf: medium skin tone
1F9D51F3FE|🧕🏾|woman with headscarf: medium-dark skin tone
1F9D51F3FF|🧕🏿|woman with headscarf: dark skin tone
1F935|🤵|person in tuxedo
1F9351F3FB|🤵🏻|person in tuxedo: light skin tone
1F9351F3FC|🤵🏼|person in tuxedo: medium-light skin tone
1F9351F3FD|🤵🏽|person in tuxedo: medium skin tone
1F9351F3FE|🤵🏾|person in tuxedo: medium-dark skin tone
1F9351F3FF|🤵🏿|person in tuxedo: dark skin tone
1F935200D2642FE0F|🤵‍♂️|man in tuxedo
1F9351F3FB200D2642FE0F|🤵🏻‍♂️|man in tuxedo: light skin tone
1F9351F3FC200D2642FE0F|🤵🏼‍♂️|man in tuxedo: medium-light skin tone
1F9351F3FD200D2642FE0F|🤵🏽‍♂️|man in tuxedo: medium skin tone
1F9351F3FE200D2642FE0F|🤵🏾‍♂️|man in tuxedo: medium-dark skin tone
1F9351F3FF200D2642FE0F|🤵🏿‍♂️|man in tuxedo: dark skin tone
1F935200D2640FE0F|🤵‍♀️|woman in tuxedo
1F9351F3FB200D2640FE0F|🤵🏻‍♀️|woman in tuxedo: light skin tone
1F9351F3FC200D2640FE0F|🤵🏼‍♀️|woman in tuxedo: medium-light skin tone
1F9351F3FD200D2640FE0F|🤵🏽‍♀️|woman in tuxedo: medium skin tone
1F9351F3FE200D2640FE0F|🤵🏾‍♀️|woman in tuxedo: medium-dark skin tone
1F9351F3FF200D2640FE0F|🤵🏿‍♀️|woman in tuxedo: dark skin tone
1F470|👰|person with veil
1F4701F3FB|👰🏻|person with veil: light skin tone
1F4701F3FC|👰🏼|person with veil: medium-light skin tone
1F4701F3FD|👰🏽|person with veil: medium skin tone
1F4701F3FE|👰🏾|person with veil: medium-dark skin tone
1F4701F3FF|👰🏿|person with veil: dark skin tone
1F470200D2642FE0F|👰‍♂️|man with veil
1F4701F3FB200D2642FE0F|👰🏻‍♂️|man with veil: light skin tone
1F4701F3FC200D2642FE0F|👰🏼‍♂️|man with veil: medium-light skin tone
1F4701F3FD200D2642FE0F|👰🏽‍♂️|man with veil: medium skin tone
1F4701F3FE200D2642FE0F|👰🏾‍♂️|man with veil: medium-dark skin tone
1F4701F3FF200D2642FE0F|👰🏿‍♂️|man with veil: dark skin tone
1F470200D2640FE0F|👰‍♀️|woman with veil
1F4701F3FB200D2640FE0F|👰🏻‍♀️|woman with veil: light skin tone
1F4701F3FC200D2640FE0F|👰🏼‍♀️|woman with veil: medium-light skin tone
1F4701F3FD200D2640FE0F|👰🏽‍♀️|woman with veil: medium skin tone
1F4701F3FE200D2640FE0F|👰🏾‍♀️|woman with veil: medium-dark skin tone
1F4701F3FF200D2640FE0F|👰🏿‍♀️|woman with veil: dark skin tone
1F930|🤰|pregnant woman
1F9301F3FB|🤰🏻|pregnant woman: light skin tone
1F9301F3FC|🤰🏼|pregnant woman: medium-light skin tone
1F9301F3FD|🤰🏽|pregnant woman: medium skin tone
1F9301F3FE|🤰🏾|pregnant woman: medium-dark skin tone
1F9301F3FF|🤰🏿|pregnant woman: dark skin tone
1FAC3|🫃|pregnant man
1FAC31F3FB|🫃🏻|pregnant man: light skin tone
1FAC31F3FC|🫃🏼|pregnant man: medium-light skin tone
1FAC31F3FD|🫃🏽|pregnant man: medium skin tone
1FAC31F3FE|🫃🏾|pregnant man: medium-dark skin tone
1FAC31F3FF|🫃🏿|pregnant man: dark skin tone
1FAC4|🫄|pregnant person
1FAC41F3FB|🫄🏻|pregnant person: light skin tone
1FAC41F3FC|🫄🏼|pregnant person: medium-light skin tone
1FAC41F3FD|🫄🏽|pregnant person: medium skin tone
